epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.56392574,0.3211675049929783,0.40848807,0.3241553357962904
1,0.5862069,0.31372025814549676,0.40583554,0.33385242264846277
2,0.5803714,0.3085162544044955,0.5039788,0.3141848188022087
3,0.6270557,0.30488412482985133,0.49867374,0.3155185097250445
4,0.62175065,0.30179385347612975,0.59416443,0.30021281129327315
5,0.6302387,0.29797161838103986,0.66313,0.28705047482046586
6,0.63448274,0.29248602852739136,0.6100796,0.28753323698865957
7,0.6392573,0.2919493751279239,0.64190984,0.28273524806417266
8,0.6413793,0.29144117246414053,0.6259947,0.2896921711749044
9,0.64350134,0.28813421654290167,0.67639256,0.2831725164734084
10,0.66259944,0.28262773577509254,0.6366048,0.275452079444096
11,0.6615385,0.2803676247596741,0.50928384,0.30126073956489563
12,0.659947,0.2836162704845955,0.6366048,0.2727143769634181
13,0.67267907,0.27589592111521755,0.602122,0.28940187959835445
14,0.68381965,0.27422328611900065,0.6816976,0.2517331648489525
15,0.6758621,0.2771296257602757,0.7241379,0.2514404392447965
16,0.6615385,0.2730298531466517,0.7055703,0.2519868694502732
17,0.67002654,0.27000662766653916,0.64721483,0.2702487712276393
18,0.6848806,0.2688473697366386,0.66047746,0.2561093358130291
19,0.6816976,0.27059335955258074,0.58885944,0.2786522410039244
20,0.69496024,0.26263330136907515,0.71352786,0.30490848550508765
21,0.7066313,0.26095411386983147,0.6100796,0.27698110403685733
22,0.7050398,0.2584943201007514,0.7188329,0.2406259877928372
23,0.70079577,0.26318009624193456,0.72148544,0.24284584871653853
24,0.70450926,0.2595831437357541,0.7267904,0.2396589589530024
25,0.71564984,0.25572533360843,0.6790451,0.2471024787117695
26,0.7087533,0.2573698998525225,0.7612732,0.24760056209975276
27,0.72732097,0.25303215009385144,0.69496024,0.24015903421517076
28,0.732626,0.24331396972310954,0.68435013,0.2518146742006828
29,0.7299735,0.24647405574034,0.77453583,0.23130374478882756
30,0.72572947,0.24648101704901662,0.734748,0.24727745559708825
31,0.7299735,0.24245288659786357,0.71087533,0.23438279895946898
32,0.7236074,0.24451541602611543,0.56498677,0.30877887277767574
33,0.730504,0.23997954387089301,0.70291775,0.2475954134916437
34,0.7411141,0.24300193272787948,0.73740053,0.22701947391033173
35,0.72625995,0.2447244512623754,0.76657826,0.22578109980657182
36,0.733687,0.23864084281798068,0.795756,0.214690618473908
37,0.7469496,0.23233639207379572,0.7161804,0.2250813045378389
38,0.7490716,0.23231005560735177,0.6816976,0.24809687970013455
39,0.7570292,0.2299667736579632,0.7267904,0.22120134583834944
40,0.75278515,0.2303188745831621,0.5835544,0.3130261106737729
41,0.76498675,0.22680781329500263,0.7692308,0.21020128963322476
42,0.7628647,0.2319397257319812,0.64721483,0.26019234749777564
43,0.7612732,0.2226539010631627,0.7798408,0.21211141296501818
44,0.76551723,0.22533387829517496,0.63129973,0.2617509912314086
45,0.76498675,0.22985327290049914,0.7692308,0.21784642261677775
46,0.76551723,0.22415840291771397,0.75596815,0.22126490828292122
47,0.7618037,0.22664754267396597,0.72944295,0.22260551154613495
48,0.7618037,0.22771356110942775,0.72148544,0.22036947823804
49,0.76498675,0.22550453857101244,0.6976127,0.2240690272943727
50,0.76816976,0.22707944111577397,0.68700266,0.23463573692173795
51,0.76816976,0.22272316988172203,0.7877984,0.21159743980087084
52,0.77931035,0.21833794779818633,0.68435013,0.2364943572159471
53,0.76976126,0.22247785812821883,0.795756,0.22497617941478204
54,0.7623342,0.22211333405354927,0.7506631,0.22555404079371486
55,0.78037137,0.2156468423276112,0.7798408,0.2190578243341939
56,0.78090185,0.2134219638232527,0.7718833,0.21517619233706903
57,0.7729443,0.21458343395899082,0.734748,0.2206280354795785
58,0.77135277,0.22221008847499715,0.68700266,0.23521300533722186
59,0.77612734,0.21384274687232643,0.70291775,0.236927664485471
60,0.76976126,0.2202908665455621,0.72148544,0.2391937025662126
61,0.7883289,0.20813975452349104,0.76392573,0.2125888836794886
62,0.7814324,0.21214984167238762,0.7533156,0.21514976615535802
63,0.7846154,0.21135697847810284,0.7427056,0.22375193058416762
64,0.77931035,0.21174110975758784,0.74005306,0.214589799272603
65,0.77453583,0.21403725722740435,0.7453581,0.21178059331301985
66,0.7692308,0.21430601857859513,0.795756,0.23156803589442682
67,0.79469496,0.20754158327291752,0.77453583,0.23810538495409078
68,0.7798408,0.2135205235460709,0.74801064,0.21438641897563276
69,0.79363394,0.20042510238187067,0.7692308,0.20913994235211406
70,0.7782493,0.2145086862403771,0.78249335,0.20741705904746877
71,0.7883289,0.20351696970133945,0.7692308,0.21184961009642173
72,0.7771883,0.20800872825343034,0.7798408,0.2171885111722453
73,0.79787797,0.20512708631055107,0.7188329,0.2279466467684713
74,0.79310346,0.20489339746277907,0.72148544,0.2233810142196458
75,0.7973475,0.1997080258254347,0.7877984,0.20568546986785427
76,0.79628646,0.20303050500565561,0.79045093,0.20626172680279303
77,0.798939,0.2011822290461639,0.7506631,0.21762764582346225
78,0.79151195,0.20510440062859964,0.7082228,0.2297378197826188
79,0.79045093,0.20452142496561182,0.75596815,0.20479859463099775
80,0.8037135,0.1973432877711181,0.795756,0.2060098391154717
81,0.80689657,0.19385030076935372,0.79310346,0.20865305307610282
82,0.79310346,0.20528262314097634,0.7877984,0.19840891505109853
83,0.802122,0.19620609658545463,0.78249335,0.1972988887593664
84,0.8095491,0.1966957589161807,0.80106103,0.20953670118389459
85,0.798939,0.19847615690066897,0.73740053,0.21251903525714216
86,0.79522544,0.19820495160489246,0.7984085,0.20350835523728666
87,0.79787797,0.19930144129642124,0.64456236,0.2859120132594273
88,0.8015915,0.1957029011742822,0.7692308,0.19919272512197495
89,0.80901855,0.19793559076457187,0.7851459,0.2124471950890689
90,0.8015915,0.19694988203459773,0.7984085,0.20036852385463386
91,0.8047745,0.1952506676573178,0.7984085,0.2003096604141696
92,0.80530506,0.19772369645792862,0.79045093,0.20468629369961805
93,0.8037135,0.19502911367293063,0.7877984,0.1946884686576909
94,0.8005305,0.1920808543932849,0.78249335,0.2043547959163271
95,0.8190981,0.18518905418700185,0.7082228,0.2399441211901862
96,0.8143236,0.19267124477131614,0.73740053,0.21297171095321918
97,0.8100796,0.19153188364259127,0.7506631,0.2014917492352683
98,0.8143236,0.19032101045394767,0.7533156,0.20268179913019313
99,0.80795753,0.18894830060930087,0.76392573,0.2125692403522031
100,0.81962866,0.1868439221176608,0.806366,0.20540490284048277
101,0.8148541,0.1886910592687541,0.79310346,0.19968037512795678
102,0.80530506,0.19018560647964478,0.77453583,0.202756833156635
103,0.8111406,0.18939722465543912,0.8143236,0.2055575398021731
104,0.8095491,0.19603408708654602,0.7984085,0.20099061778907118
105,0.82015914,0.18402364932257553,0.79310346,0.21274444666402093
106,0.8122016,0.18510969168153302,0.80106103,0.1897151295481057
107,0.80265254,0.19108282641090196,0.76657826,0.21070910193796816
108,0.8222812,0.18446679020236278,0.7718833,0.2147464264055778
109,0.8206897,0.18246592442537177,0.8143236,0.21029248037214937
110,0.80901855,0.18918769308205308,0.81962866,0.20920139294246148
111,0.82175064,0.17981145602875742,0.7771883,0.2415513838159627
112,0.8233422,0.18281566140980557,0.77453583,0.2093631735649602
113,0.8127321,0.18749337635677435,0.7877984,0.22319315759272412
114,0.82440317,0.1856153283139755,0.7877984,0.19380189683930626
115,0.82175064,0.18544644772492605,0.74005306,0.21309020601469894
116,0.82440317,0.17863578184925277,0.72148544,0.22977220806582221
117,0.8137931,0.18026864199802795,0.7851459,0.2176003564020683
118,0.81697613,0.17813418623188446,0.79045093,0.1983262719265346
119,0.8312997,0.175874365583576,0.80901855,0.21587660163640976
120,0.8222812,0.18895179953040747,0.81962866,0.1959120199598115
121,0.82175064,0.18045961877395367,0.734748,0.2119957365352532
122,0.8366048,0.17497113776104203,0.80901855,0.1970669992011169
123,0.8259947,0.1763960306757483,0.7533156,0.21210028744977097
124,0.8376658,0.17243936966205464,0.66843504,0.2730732637232748
125,0.83395225,0.1749502055346966,0.7055703,0.24204536707236848
126,0.8122016,0.18811831327861753,0.80901855,0.19073728780294286
127,0.82758623,0.18133561061374073,0.734748,0.19274516455058394
128,0.8095491,0.1856150159548069,0.8143236,0.21620232072369805
129,0.8286472,0.17617525340154253,0.7612732,0.21198158274436818
130,0.81644565,0.1813812468586297,0.80901855,0.20380195538545476
131,0.8127321,0.18571054986838637,0.7055703,0.24089134099154635
132,0.8259947,0.1728875244485921,0.80901855,0.18641659283432468
133,0.8265252,0.17233746822538046,0.7851459,0.25552010382043905
134,0.82440317,0.17623063292482805,0.7692308,0.19808534455710444
135,0.83342177,0.17264805682774248,0.71087533,0.22562009687053747
136,0.8392573,0.1722664214670658,0.7771883,0.1916547140170788
137,0.8419098,0.16865584786082136,0.77453583,0.2083149228630395
138,0.83342177,0.1699449198256279,0.8143236,0.24356435643958635
139,0.8312997,0.17123259848047948,0.7877984,0.19860477488616418
140,0.82917774,0.17517491239925911,0.7612732,0.21996484195877766
141,0.8297082,0.16941655373265002,0.8116711,0.19143121175724884
142,0.8249337,0.1756744562551893,0.76657826,0.19820847901804695
143,0.82758623,0.17093317267195932,0.70291775,0.2332511451737634
144,0.8498674,0.159048544024599,0.76657826,0.21657088270475125
145,0.83236074,0.18155282178315624,0.7692308,0.20241705379609404
146,0.8424403,0.1608510122730814,0.7586207,0.20802311522179637
147,0.82917774,0.1757763612373122,0.7612732,0.20340001197724505
148,0.83183026,0.17471458953002403,0.8116711,0.18888707998497734
149,0.82281166,0.1772971584879119,0.79045093,0.1952858353997099
150,0.8419098,0.16499910678329138,0.81697613,0.1979469184217782
151,0.8376658,0.16830435580220715,0.7692308,0.2141204877146359
152,0.8413793,0.1612135545446955,0.7771883,0.19855699456971268
153,0.8360743,0.16798151055800503,0.7427056,0.2246297186818616
154,0.8350133,0.16653996695732248,0.67639256,0.28544493944480503
155,0.83554375,0.1682319992061319,0.6923077,0.25368693856329755
156,0.8366048,0.17229213578433827,0.77453583,0.19746526561934372
157,0.84509283,0.16707088921604485,0.806366,0.19766062138409451
158,0.8403183,0.1675737570842792,0.734748,0.22209573228811397
159,0.84933686,0.16618607673665572,0.72148544,0.22032611996963106
160,0.83236074,0.16938853004369242,0.8249337,0.18254360376760878
161,0.84774536,0.16549232566151126,0.806366,0.24568868582618647
162,0.8419098,0.16489801481366156,0.71087533,0.23716297077721563
163,0.8328912,0.16794662830130808,0.7533156,0.20857267839641408
164,0.82758623,0.17516856447889886,0.77453583,0.19862123784320107
165,0.83713526,0.17194993560170305,0.80901855,0.19513724821394887
166,0.8578249,0.1595977319982545,0.8381963,0.20322559504159565
167,0.84933686,0.15874069893154605,0.795756,0.1968510577390934
168,0.8397878,0.16674757476510674,0.795756,0.20322664094896153
169,0.8350133,0.16551818033230717,0.8143236,0.2244644022450365
170,0.84668434,0.1616002763396707,0.7718833,0.20420793276922455
171,0.83554375,0.17073625418646582,0.7533156,0.2068727568819605
172,0.8419098,0.1617121346808713,0.71087533,0.2646724255434398
173,0.84668434,0.1578613992395072,0.78249335,0.2093908635192904
174,0.84668434,0.16229211772824156,0.7506631,0.2155893478414108
175,0.8546419,0.1532336584966758,0.81962866,0.17957911422026568
176,0.84615386,0.16097286392388674,0.7771883,0.21045212216418366
177,0.8419098,0.1640017319085269,0.7877984,0.20593747085538402
178,0.85994697,0.1526622676129999,0.7771883,0.22062323447959176
179,0.8344827,0.1652574682287101,0.7851459,0.19231911209122887
180,0.8488064,0.162764934373313,0.7586207,0.1967341696907734
181,0.85092837,0.16076378809480832,0.6976127,0.27933141589164734
182,0.86366045,0.1488589589195005,0.8116711,0.194828727635844
183,0.8488064,0.15465974833430915,0.7506631,0.22259522383583003
184,0.86047745,0.14512461164388163,0.79045093,0.3185124500044461
185,0.84297085,0.16791657137459723,0.80901855,0.19775234072886663
186,0.8397878,0.16340057343758385,0.6976127,0.2668704269775029
187,0.8424403,0.1564613553984412,0.73740053,0.24329154270476308
188,0.8498674,0.15239913633157467,0.8143236,0.22665816417028165
189,0.85835546,0.15260028083776606,0.7718833,0.20077804193414492
190,0.8312997,0.1659271497407864,0.82758623,0.1969649263753973
191,0.8435013,0.16009993997627292,0.74801064,0.21565057440050717
192,0.85835546,0.15207844792768874,0.7188329,0.23105350701973357
193,0.8413793,0.1575297810651105,0.8222812,0.19215720917644172
194,0.84827584,0.15177303390770122,0.7453581,0.22215508181473304
195,0.8625995,0.14754446286322742,0.7877984,0.20292181547345786
196,0.85729444,0.1580080972791746,0.80106103,0.20480877392250915
197,0.8647215,0.14459463847351486,0.806366,0.1954239976817164
198,0.85835546,0.1490771786149206,0.8249337,0.21406878736512414
199,0.84774536,0.1523790823103025,0.75596815,0.22652812353495894
0,0.59045094,0.3225329666302122,0.38196287,0.3292305716152849
1,0.5883289,0.3146546604304478,0.3846154,0.3260458707809448
2,0.6015915,0.3065942265864076,0.50928384,0.32298586800180634
3,0.6100796,0.2989940874535462,0.45358092,0.3194741216199151
4,0.6111406,0.2973470994110765,0.56233424,0.3028764097855009
5,0.6350133,0.2909362899846044,0.59416443,0.29320057404452354
6,0.61962867,0.2957278146825988,0.64986736,0.2895104993006279
7,0.6408488,0.28513722481398746,0.68700266,0.2873838523338581
8,0.6381963,0.2885740013985798,0.6790451,0.28188618144084665
9,0.6493369,0.28588678148286095,0.65782493,0.28386430493716536
10,0.65888596,0.28118041096062496,0.66047746,0.27730368540204803
11,0.6541114,0.2859022861924665,0.66313,0.2721472793611987
12,0.6546419,0.2846063068200802,0.64721483,0.2810324538370659
13,0.64721483,0.28186267193021447,0.62334216,0.2767837766943307
14,0.65782493,0.28255339470402946,0.67374,0.28161790761454353
15,0.6567639,0.27284769364472095,0.62334216,0.29549807104571113
16,0.66100794,0.278971525410126,0.6976127,0.27424564597935513
17,0.68594164,0.27209446491866274,0.70291775,0.2664756985573933
18,0.6801061,0.26912843471971054,0.56233424,0.31003150909111415
19,0.67374,0.2693735200783302,0.66843504,0.2717920495518323
20,0.67320955,0.2665398903961839,0.67374,0.2747757080300101
21,0.67161804,0.26903354710546035,0.6976127,0.25627351886239547
22,0.66366047,0.2696626846132607,0.72148544,0.264015743958539
23,0.68700266,0.2615419247027101,0.67374,0.259194339657652
24,0.68594164,0.26318750494513016,0.6286472,0.28169074705962477
25,0.69814324,0.25847854788961083,0.734748,0.2597019425753889
26,0.71193635,0.2552767947830003,0.67374,0.2749222532428544
27,0.69973475,0.25883656945721856,0.64456236,0.26932638369757556
28,0.7055703,0.25797019302845003,0.63395226,0.2628662858543725
29,0.6976127,0.2544362126753248,0.7188329,0.2512518696743867
30,0.71564984,0.25071575693015397,0.7161804,0.2456659890454391
31,0.71352786,0.25131711929008876,0.72148544,0.24847433741750388
32,0.71352786,0.2514756703171237,0.7320955,0.24347624131317797
33,0.7172414,0.24566802413299166,0.73740053,0.2441076703112701
34,0.72572947,0.24446583847547398,0.74005306,0.24345650087142812
35,0.73687005,0.2443484049418877,0.7082228,0.2501452709066457
36,0.7236074,0.24468792163092515,0.7002652,0.2515712961040694
37,0.7458886,0.2362503333852209,0.66047746,0.26310821031701975
38,0.7427056,0.23872241701545385,0.7506631,0.26098084269926464
39,0.7427056,0.24051758174238533,0.7453581,0.23631939600253926
40,0.74323606,0.2347321157311571,0.7188329,0.23860689072773375
41,0.7453581,0.23273204554771554,0.7188329,0.2429972992374979
42,0.74005306,0.237608887614875,0.73740053,0.24032964865709172
43,0.75437665,0.2338140390042601,0.734748,0.2442698185813838
44,0.75278515,0.23341937517297678,0.7586207,0.22691372191083842
45,0.74217504,0.23468632112289298,0.62068963,0.27130796734629004
46,0.75437665,0.22805572367947677,0.7586207,0.2280693051630053
47,0.7501326,0.22941433181022775,0.7453581,0.22750379530520276
48,0.74801064,0.22875905350364487,0.7851459,0.2212013453245163
49,0.7580902,0.22864201418284713,0.74005306,0.23983881853777786
50,0.77453583,0.22037327849659427,0.71087533,0.2482546948153397
51,0.7533156,0.2284978186262065,0.7453581,0.23192760708003207
52,0.7782493,0.22025971643883607,0.75596815,0.24813631870623293
53,0.7591512,0.22273794921307727,0.76657826,0.2412046761862163
54,0.7702918,0.21821384717678202,0.79310346,0.22153259967935496
55,0.7623342,0.2257235661149025,0.76657826,0.23084738516602024
56,0.7740053,0.21512155219398696,0.7771883,0.22402669592150326
57,0.7618037,0.22664013756760235,0.6790451,0.2559379919849593
58,0.75384617,0.2254789806645492,0.7851459,0.22139369311003848
59,0.76870024,0.22139028346744077,0.7267904,0.23228833182104702
60,0.76816976,0.22088871659903692,0.76392573,0.22791867985807615
61,0.7750663,0.21715908667136882,0.7798408,0.22404868027259564
62,0.7607427,0.22316851261360893,0.7877984,0.22553896852608385
63,0.7734748,0.2118236432301587,0.7533156,0.25740186150731714
64,0.7702918,0.22318234854731067,0.77453583,0.22543362887768909
65,0.7830239,0.20880569538165783,0.78249335,0.21516176801303338
66,0.76551723,0.22249791652991854,0.76392573,0.22444269883221593
67,0.7771883,0.21079685312920604,0.7718833,0.23155399180691819
68,0.7692308,0.21489588027370388,0.76657826,0.24288431246732844
69,0.7872679,0.21051321451006264,0.8037135,0.2145072170372667
70,0.7702918,0.21541073638303526,0.7771883,0.22267605878155808
71,0.7835544,0.21166320602441657,0.8143236,0.22051412612199783
72,0.7973475,0.2040532303781345,0.72148544,0.23593282905118218
73,0.77931035,0.21392108438343838,0.74005306,0.23769416454537162
74,0.7925729,0.20628653610574788,0.7798408,0.22077575839799027
75,0.7888594,0.20928185484532652,0.6923077,0.27230939988432257
76,0.7830239,0.20922056755115245,0.7692308,0.2159766094951794
77,0.795756,0.2044079168603338,0.8116711,0.2142746725986744
78,0.8005305,0.20222680476205102,0.7692308,0.21530675708219923
79,0.79045093,0.20693580672658723,0.74801064,0.21940228959609723
80,0.79204243,0.2085799252164775,0.80106103,0.22236633069556336
81,0.7973475,0.20731853565265393,0.79310346,0.2200211450971406
82,0.77453583,0.20926122028252175,0.806366,0.22261816905490284
83,0.7909814,0.20537581762363172,0.77453583,0.21616758097862376
84,0.7851459,0.2099266131376398,0.7851459,0.22024195666970878
85,0.80530506,0.20152193749773092,0.7612732,0.22128075952159948
86,0.78992045,0.1975347517379399,0.806366,0.22157225321079121
87,0.8175066,0.18825792331120064,0.80901855,0.1989377860365243
88,0.795756,0.19811464383684355,0.80106103,0.20923171937465668
89,0.7994695,0.19678712800658982,0.77453583,0.2134763148838076
90,0.798939,0.20193592037620214,0.74005306,0.22271204559967436
91,0.81061006,0.19709316582001488,0.806366,0.2118810649062025
92,0.81644565,0.19018168012643683,0.7612732,0.22731285002724877
93,0.7893899,0.20445074392803783,0.80106103,0.22277462867827252
94,0.80424404,0.19600739396851638,0.7851459,0.2188816836168026
95,0.8005305,0.20129037566226105,0.78249335,0.22297695870029516
96,0.8127321,0.1941104364292375,0.77453583,0.2102207014786786
97,0.79628646,0.20061240463421262,0.75596815,0.22059438300543818
98,0.80901855,0.19396172335435605,0.7586207,0.21507326051078993
99,0.7888594,0.19885891424170857,0.7851459,0.20668821268040558
100,0.806366,0.19446664935555952,0.80106103,0.22339218418146
101,0.798939,0.19788640824885204,0.80106103,0.2025351352218924
102,0.79787797,0.19911018293993227,0.7851459,0.2158991540300435
103,0.795756,0.19345435315165027,0.806366,0.21699967415168367
104,0.82015914,0.19103924755392404,0.8143236,0.22206776512080226
105,0.80424404,0.19591015109728122,0.81962866,0.2115731272718002
106,0.8116711,0.18914331007620383,0.7453581,0.22517491106329293
107,0.8,0.19551373745860726,0.795756,0.20545237511396408
108,0.8100796,0.19071139909070114,0.7612732,0.22590124401552925
109,0.8084881,0.19002390503883362,0.79045093,0.22858805183706613
110,0.8005305,0.19627570124535726,0.8222812,0.22123236825753903
111,0.8111406,0.1900792025286576,0.8408488,0.1982530191026885
112,0.8159151,0.18728879962501854,0.7612732,0.21656064586392765
113,0.8238727,0.18435549047486535,0.79045093,0.2076098091643432
114,0.81856763,0.19144047781311233,0.7771883,0.22114608115677176
115,0.8153846,0.18844092100344856,0.7771883,0.24389727041125298
116,0.80795753,0.19147652862914677,0.81962866,0.21481845103975
117,0.798939,0.1937604983305109,0.7586207,0.213100240148347
118,0.81697613,0.18546736358568586,0.7586207,0.23377285589431895
119,0.81803715,0.18342109713061103,0.80106103,0.21479924973742714
120,0.806366,0.18923920084690227,0.795756,0.2074440006038238
121,0.8084881,0.19178917282100383,0.8116711,0.20556732806666145
122,0.8265252,0.1763644878720415,0.80106103,0.19427991067541056
123,0.8116711,0.18735478810709097,0.79045093,0.22025164653514995
124,0.8127321,0.18449827902789773,0.79045093,0.23490955372308864
125,0.8116711,0.1811939891299297,0.80106103,0.21281048064601832
126,0.8116711,0.1874389531283543,0.806366,0.19269566944447056
127,0.81697613,0.1826423209032108,0.79045093,0.22256413641674766
128,0.8222812,0.17751430899932466,0.80106103,0.22133229415992212
129,0.82175064,0.18110914384496624,0.79310346,0.21113134021389074
130,0.8148541,0.18177871316157537,0.80106103,0.20741379543625074
131,0.8233422,0.181819797898161,0.8116711,0.20536888596312752
132,0.8222812,0.18214497812863054,0.74801064,0.2247909888111312
133,0.8137931,0.18391161483937296,0.7798408,0.20840741180140396
134,0.81803715,0.1837940285688844,0.806366,0.19639991570649476
135,0.8270557,0.18080862339200646,0.7877984,0.22903813447417884
136,0.8122016,0.17981968999936662,0.7586207,0.21235652396391178
137,0.8190981,0.1720138573441012,0.8249337,0.18550645495797025
138,0.8366048,0.17538216319577446,0.81962866,0.2113710418343544
139,0.81856763,0.1856653879428732,0.80106103,0.20523099806802025
140,0.8233422,0.17724558847217725,0.806366,0.21922573935368966
141,0.8286472,0.17473252926921023,0.8116711,0.19833616783906674
142,0.83183026,0.1768034306322706,0.7851459,0.2325501336619772
143,0.8350133,0.17273771380042208,0.79310346,0.20358693252863555
144,0.83713526,0.1709011739441033,0.7851459,0.2678791120134551
145,0.83183026,0.17583888473695722,0.76392573,0.22658611500057682
146,0.82440317,0.17626768905540993,0.7851459,0.22095011328828745
147,0.8238727,0.17931799415884347,0.8116711,0.20276705149946542
148,0.81962866,0.18050591105531003,0.795756,0.19513365908943373
149,0.8302387,0.1777620076876262,0.82758623,0.22158397554323592
150,0.8360743,0.17361407344197405,0.7692308,0.22529301124400106
151,0.83076924,0.1744684252374131,0.81697613,0.2045415754205194
152,0.8328912,0.16982201646114217,0.79045093,0.22739245177342973
153,0.8350133,0.17037674422407972,0.80901855,0.19165193751968188
154,0.82440317,0.173412511420661,0.80901855,0.21391268061666652
155,0.83395225,0.17232206941678607,0.79310346,0.20242964810338512
156,0.8127321,0.18194935514495292,0.7984085,0.2102589725420393
157,0.8265252,0.18089919393432552,0.8037135,0.2118558552244614
158,0.8238727,0.1755677161031756,0.8116711,0.21350869806162243
159,0.8344827,0.17189096895785166,0.8143236,0.19861616708081345
160,0.83076924,0.17335540130734445,0.7718833,0.22824953213847918
161,0.83342177,0.1739683069031814,0.8249337,0.1960517604803217
162,0.8270557,0.17466766595326622,0.7798408,0.21801363085878306
163,0.82440317,0.1695291987780867,0.81962866,0.22346670398938245
164,0.83183026,0.16956150547183793,0.7877984,0.20933477323630761
165,0.8413793,0.16494521722197533,0.81697613,0.21060778817226147
166,0.8408488,0.1675223306335252,0.8381963,0.20203428201634308
167,0.8387268,0.16633177471571955,0.795756,0.2239828294721143
168,0.83713526,0.1683563376038239,0.80901855,0.191029729771203
169,0.8387268,0.16915618538342672,0.8116711,0.19363826217836347
170,0.83713526,0.16613896083215188,0.74005306,0.23980625898673616
171,0.8456233,0.1637636423110962,0.7851459,0.2836618961702133
172,0.8376658,0.1648168572577937,0.71352786,0.2499367697485562
173,0.8366048,0.16621077859710004,0.8116711,0.2349062086693172
174,0.8381963,0.16993982797038967,0.7692308,0.21633442182993068
175,0.8297082,0.17067766279495997,0.80901855,0.20694977648813148
176,0.8302387,0.16926558947768705,0.7877984,0.23058954960313335
177,0.8456233,0.16147376411947711,0.81962866,0.2353503323834518
178,0.8387268,0.15999843881561837,0.79310346,0.20791943808054103
179,0.8472149,0.1602093201259087,0.79045093,0.20737044487533898
180,0.8472149,0.16669920659784612,0.8222812,0.1978666060443582
181,0.83183026,0.16499020742445156,0.795756,0.2096925881402246
182,0.83554375,0.1626458126152384,0.806366,0.20512725464228926
183,0.8392573,0.1647067202833192,0.8037135,0.19487475937810436
184,0.8392573,0.16655889752096142,0.8116711,0.1968499324445067
185,0.83076924,0.16730150950366052,0.795756,0.20068738994927243
186,0.8435013,0.16515991297261468,0.80106103,0.18970712377079602
187,0.84615386,0.16301231805620522,0.78249335,0.2149273324115523
188,0.8254642,0.1675981932287586,0.79310346,0.22841393896218004
189,0.84509283,0.16309371803855074,0.8143236,0.19806180586074962
190,0.8456233,0.16428504719816406,0.8116711,0.2175516984586058
191,0.8503979,0.1586707254422122,0.80901855,0.2345462459428557
192,0.8456233,0.15591334127660456,0.806366,0.21165979602213564
193,0.8567639,0.15298967985757467,0.78249335,0.24493895060029522
194,0.8387268,0.16786897426535344,0.7798408,0.19231449876879825
195,0.84509283,0.15919145137585441,0.8037135,0.19111368715249258
196,0.8567639,0.15596372990001892,0.81697613,0.20008377062863317
197,0.8328912,0.16238482358126805,0.8249337,0.2444147729668124
198,0.8408488,0.1641342623480435,0.806366,0.1977039086150712
